Website,Name,Price,Unprice,Sale,Promotion,Summary,Status,Brand
https://philong.com.vn,"MacBook Pro M2 2022 13.3 inch (MNEP3SAA)  (8 core CPU, 10 core GPU, Ram 8GB, SSD 256GB) màu bạc, chính hãng",30.290.000 đ,34.490.000 đ,-12%,"Khuyến mại: Phiếu mua hàng 200.000đ áp dụng mua tất cả mặt hàng tại Phi Long trừ thẻ cào điện thoại.
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Apple M2 8 nhân, 2.4Ghz
Ram: 8GB LPDDR4/3200Mhz. Ổ cứng: SSD 256GB M2 PCIe
Màn hình: 13.3 inch Retina (2560x1600)
GPU: 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,Apple
https://philong.com.vn,"MacBook Pro M2 2022 13.3 inch (MNEJ3SA/A) (8 core CPU, 10 core GPU, Ram 8GB, SSD 512GB) màu xám, chính hãng",35.490.000 đ,39.990.000 đ,-11%,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Apple M2 8 nhân, 2.4Ghz
Ram: 8GB LPDDR4/3200Mhz. Ổ cứng: SSD 512GB M2 PCIe
Màn hình: 13.3 inch Retina (2560x1600)
GPU: 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,Apple
https://philong.com.vn,"Máy bộ đàm cầm tay KBC DL-U102 UHF (màu đen, khoảng cách 1Km)",920.000 đ,950.000 đ,-3%,,"Tần số:  VHF: 136 - 174MHz, UHF: 400 - 470MHz
Số kênh: 16
Công suất: 2W
Pin: Li-ion KBP-V102/U102 3.7V 1000mAh
Sạc bàn: KBS-V102/U102",1,Hypersia
https://philong.com.vn,"MacBook Pro M2 2022 13.3 inch (MNEH3SA/A) (8 core CPU, 10 core GPU, Ram 8GB, SSD 256G) màu xám, chính hãng",30.290.000 đ,34.490.000 đ,-12%,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU Apple M2 8 nhân, 2.4Ghz
Ram 8GB LPDDR4/3200Mhz.
SSD 256GB M2 PCIe
Màn hình 13.3 inch Retina (2560x1600)
GPU 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,Apple
https://philong.com.vn,"Laptop Dell Vostro 5620 70282719 (i5-1240P, Ram 16GB, SSD 512GB, Màn hình 16 inch FHD, Win 11 Home, Xám )",21.990.000 đ,25.490.000 đ,-14%,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Intel Core i5-1240P (1.70 GHz up to 4.20 GHz, 12MB, 12 nhân/ 16 luồng)
RAM 16GB DDR4 3200MHz
SSD 512GB M.2 PCIe 
Intel Iris Xe Graphics
Màn hình 16 inch FHD+ (1920 x 1200) 
Windows 11 home SL 64-bit + Office home & student 2021
Vỏ nhôm màu xám, 1.9kg",1,dell
https://philong.com.vn,"Bộ Phát Wi-Fi 6 Xuyên Tường Asus RT-AX1800HP (5 Cổng Gigabit, MU-MIMO, AiMesh, AX1800)",1.490.000 đ,,N/A,,"Tốc độ WIFI AX1800: 1201 Mbps+ 574 Mbps
Cổng giao tiếp RJ45 for Gigabits BaseT for WAN x 1, RJ45 for Gigabits BaseT for LAN x 4
Không chỉ hỗ trợ MU-MIMO mà còn hỗ trợ kỹ thuật OFDMA để phân bổ kênh hiệu quả, giao tiếp với nhiều thiết bị đồng thời
5 cổng Gigabit - Một cổng WAN Gigabit",1,asus
https://philong.com.vn,"MÁY CHIẾU OPTOMA X400LVE (Độ Sáng 4000ANSI, XGA, DLP, Màu Đen)",9.900.000 đ,,N/A,,"Công nghệ: DLP
Cường Độ sáng: 4000 ansi lumens
Độ phân giải: XGA (1024x768)
Độ tương phản: 25,000:1
Tuổi thọ Bóng đèn: 15,000h (eco mode)
Loa 10W",0,OPTOMA
https://philong.com.vn,"MAINBOARD ASUS PRIME H610M-K DDR4 (LGA1700, 2XDDR4, VGA + HDMI, SSD M2)",2.190.000 đ,,N/A,,"Socket: Intel LGA1700
Kích thước: mATX
Khe cắm RAM: 2 khe (Tối đa 64GB)
Khe cắm mở rộng: 1 x PCIe 4.0 x16 slot, 1 x PCIe 3.0 x1 slot
Khe cắm ổ cứng: M.2 slot (Key M), 4 x SATA 6Gb/s ports",1,asus
https://philong.com.vn,IPAD GEN 9 2021 10.2 (MK2K3) 64GB WIFI GRAY (A13-BIONIC/3GB/64GB/GRAY),7.290.000 đ,9.990.000 đ,-27%,"Khuyến mại: Giảm 10% khi mua kèm bao da, dán cường lực
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS.
Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Màn hình: 10.2"" , Retina HD , IPS LCD , 2048 x 1536 Pixel
Camera sau: 12-megapixel
Camera trước: 12-megapixel
CPU: A13 Bionic
Bộ nhớ trong: 64GB
Có 03 màu: Xám, bạc",1,Apple
https://philong.com.vn,"Bộ phát wifi ASUS RT-AX53U AiMESH, Gaming Router, Wifi AX1800, 2 băng tần, MU-MIMO, AiProtection, 4xLan Gigabit",1.490.000 đ,1.790.000 đ,-17%,,"WiFi6 băng tần kép 2.4Ghz & 5Ghz
Tốc độ lên tới 1800Mbps
Trang bị công nghệ MU-MIMO, OFDMA
Bảo mật mạng AiProtection
Kiểm soát mạng Parental Controls
Ứng dụng ASUS Router cho phép điều khiển mạng từ xa",0,asus
https://philong.com.vn,"CAMEA WIFI IP DAHUA IMOU A42EP RANGER 2 (4.0MP, XOAY 360 ĐỘ)",990.000 đ,1.490.000 đ,-34%,,"Xoay 360 độ
 Phát hiện con người, âm thanh lạ
 Tích hợp còi hú/ Soft AP
 Theo dõi chuyển động thông minh
Đàm thoại 2 chiều/ Cloud
Cảm biến 1/2.7"" 4MP CMOSHỗ trợ thẻ nhớ microSD 256G",1,dahua
https://philong.com.vn,Bộ phát wifi TP-LINK ARCHER C54 (Băng Tần Kép AC1200),550.000 đ,650.000 đ,-15%,,"Wi-Fi AC tốc độ cao
Băng tần 5 GHz: 867 Mbps (802.11ac)
Băng tần: 2.4 GHz: 300 Mbps (802.11n)
1× Cổng WAN 10/100 Mbps
4× Cổng LAN 10/100 Mbps
4 Anten liền",1,TP-Link
https://philong.com.vn,Bộ phát wifi TP-LINK ARCHER C24 (Băng Tần Kép AC750),450.000 đ,520.000 đ,-13%,,"Hoạt động trên 2 băng tần 2.4Gz và 5Gz
4 ăng ten mang đến vùng phủ Wi-Fi ấn tượng và kết nối ổn định.
Hỗ trợ chế độ Router
Điểm truy cập và Mở rộng sóng, gia tăng độ linh hoạt.
Quyền kiểm soát của phụ huynh",1,TP-Link
https://philong.com.vn,"Macbook Air 2020 M1 (MGND93) (Ram 8GB, SSD 256GB, màn hình 13.3inch, màu gold, Hàng chính hãng Apple VN, nguyên Seal)",18.990.000 đ,23.990.000 đ,-21%,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Chip Apple M1 8 Core
RAM 8GB 
SSD 256GB SSD
Chipset đồ họa: 8 nhân GPU
Màn hình 13.3inch 
Nặng: 1.29 kg; Pin Lithium-Polymer
Mac OS, Màu Bạc",1,Apple
https://philong.com.vn,"MACBOOK AIR 2020 M1 MGN63 (8C-CPU, 7C-GPU, RAM 8G, SSD 256G, Màn Hình 13.3 inch, Màu GRAY)",18.990.000 đ,23.990.000 đ,-21%,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS.
Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Chip: Apple M1 8 nhân
RAM: 8GB 
Ổ Cứng: 256GB SSD
Chipset đồ họa: 8 nhân GPU
Màn hình: 13.3inch 2560 x 1600 Pixel, IPS LCD LED Backlit, True Tone
Hệ điều hành: Mac OS
Màu sắc: Xám",1,Apple
https://philong.com.vn,"Macbook AIR 2020 M1 (MGN93) (Chip M1, Ram 8GB, SSD 256GB, màn hình 13.3inch, màu Silver, hàng chính hãng Apple VN, nguyên Seal)",18.990.000 đ,23.990.000 đ,-21%,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Chip Apple M1 8 nhân
RAM 8GB 
SSD 256GB
Chipset đồ họa 8 nhân GPU
Màn hình 13.3inch 2560 x 1600 Pixel, IPS, True Tone
Hệ điều hành Mac OS
Màu sắc: vàng Gold",1,Apple
https://philong.com.vn,"Máy in laser CANON LBP226DW (In trắng đen A4 2 mặt tự động, có Wifi, có cổng LAN)",6.090.000 đ,6.500.000 đ,-6%,Khuyến mại: Tặng Ổ cắm điện Pisen 005EP/PSCXB-01A trị giá 210.000 Đ,"In laser trắng đen tốc độ 38 trang/phút A4.
Độ phân giải: 600 x 600 dpi. 
Kết nối: USB, LAN, WIFI
Hộp mực: CANON 057 (3100 trang)
Hộp mực theo máy đầu tiên khoảng 500-700 trang
Có màn hình LCD hiển thị
Hàng Nhập khẩu - Bảo hành 12 Tháng",1,canon
https://philong.com.vn,ĐIỆN THOẠI BÀN PANASONIC KX-TSC11 BLACK (Có màn hình hiển thị),620.000 đ,,N/A,,"Có 50 bộ nhớ, lưu 50 số gọi đến và 20 số vừa gọi đi.
Hiển thị số gọi đi, đến. (FSK&DTMF).
Khoá cuộc gọi liên tỉnh và quốc tế
Màu đen",1,panasonic
https://philong.com.vn,MÁY CHIẾU PANASONIC PT-VX430 (4500ANSI/XGA/WHITE),21.900.000 đ,24.900.000 đ,-12%,,"Cường độ chiếu sáng: 4500 Ansi Lumens.
Độ phân giải: 1024x768 (XGA).
Độ tương phản: 20.000:1. 
Bóng đèn: 240W, loa 10W
Tuổi thọ bóng đèn: tối đa 7000 giờ (Eco).
Điều chỉnh góc nghiêng và chỉnh vuông hình.",1,panasonic
https://philong.com.vn,"Máy chiếu BENQ MS550, 3600 Ansi Lumens, SVGA",9.290.000 đ,9.500.000 đ,-2%,,"Độ sáng: 3600 ANSI
Độ tương phản: Độ tương phản 20.000:1
Độ phân giải: SVGA (800x600)
Tuổi thọ đèn: Tuổi thọ bóng đèn: 15.000 giờ. 
Cân nặng: 2.3 Kg",0,BenQ
https://philong.com.vn,Bảng vẽ điện tử WACOM INTUOS SMALL BLACK (CTL-4100/K0-CX) Chính Hãng,2.150.000 đ,,N/A,,"Vùng hoạt động: 152x95mm ( 6x 3,7in) 
Bút : Bút Intuos không đầu xóa 
Lực nhấn: 4096 mức
Độ phân giải: 2540 lpi 
Độ phản hồi: 133PPS
Cổng kết nối máy tính: USB",1,WACOM
https://philong.com.vn,Bộ Lưu Điện UPS APC BX1100LI-MS 1100VA (1100VA/550W) (with AVR),Giá: Liên hệ,,N/A,,"Output power capacity 550 Watts/ 1.1 kVA Max Configurable Power (Watts) 550 Watt
Output Voltage 230V Output Frequency (sync to mains) 50/60 Hz +/-1 Hz
Output Frequency (not synced) 50/60 Hz +/-1 Hz Topology Line Interactive Waveform type Stepped approximation to a sinewave Output Connections (2) IEC 320 C13 (Battery Backup);
Transfer Time 4ms typical : 6ms maximum;",0,apc
https://philong.com.vn,"Máy In Laser đa năng BROTHER DCP-L2520D In A4 2 mặt tự động, có Scan + Copy)",4.600.000 đ,,N/A,"Khuyến mại: Tặng Ổ cắm điện Pisen 005EP/PSCXB-01A trị giá 210.000 Đ
Áp dụng CTKM đến hết 20/02/2023","Tốc độ in: 30 trang/phút.
Tốc độ in: 600 x 600 dpi.
Công suất in: 2.000 trang/tháng.
Hộp Mực Toner TN-2385 chính hãng
Kết nối: USB 2.0 hi-Speed.",1,brother
https://philong.com.vn,LOA DI ĐỘNG HARMAN KARDON ONYX STUDIO 8 BLUE (50W/BT5.2/AUX),6.640.000 đ,6.990.000 đ,-5%,,"Thiết kế trẻ trung,độc đáo
Âm thanh lan toả khắp phòng với công suất mạnh mẽ lên đến 50W
Hỗ trợ ghép nối 2 loa, nâng cao trải nghiệm âm nhạc
8 giờ nghe nhạc liên tục, 5 giờ để sạc đầy pin",1,HARMAN KARDON
https://philong.com.vn,LOA DI ĐỘNG HARMAN KARDON ONYX STUDIO 8 BLACK (50W/BT5.2/AUX),6.640.000 đ,6.990.000 đ,-5%,,"Thiết kế trẻ trung,độc đáo
Âm thanh lan toả khắp phòng với công suất mạnh mẽ lên đến 50W
Hỗ trợ ghép nối 2 loa, nâng cao trải nghiệm âm nhạc
8 giờ nghe nhạc liên tục, 5 giờ để sạc đầy pin",1,HARMAN KARDON
https://philong.com.vn,"MacBook Pro M2 2022 13.3 inch (MNEQ3SA/A) (8 core CPU, 10 core GPU, Ram 8GB, SSD 512GB) màu bạc, chính hãng",35.490.000 đ,39.990.000 đ,-11%,"Khuyến mại: Phiếu mua hàng 200.000đ áp dụng mua tất cả mặt hàng tại Phi Long trừ thẻ cào điện thoại.
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Apple M2 8 nhân, 2.40Ghz
Ram: 8GB LPDDR4/3200Mhz. Ổ cứng: SSD 512GB M2 PCIe
Màn hình: 13.3 inch Retina (2560x1600)
GPU: 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,Apple
https://philong.com.vn,"Laptop HP Victus 16-d0294TX (5Z9R5PA) (i5-11400H, Ram 8GB, SSD 512GB, RTX 3050Ti 4GB, màn hình 16.1' FHD 144Hz, Win 11)",19.990.000 đ,23.990.000 đ,-17%,"Khuyến mại: Chuột gaming HP Pavilion 200 trị giá 390.000đ
Balo Laptop Phi Long trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-11400H (up to 4.50 GHz, 12MB)
RAM: 8GB(2 x 4GB) DDR4-2933MHz ( 2 khe)
Ổ cứng: 512GB PCIe NVMe M.2 SSD
VGA: NVIDIA GeForce RTX 3050 4GB GDDR6
Màn hình: 16.1 inch FHD (1920 x 1080), 144 Hz, IPS
Hệ điều hành: Windows 11 Home SL 64-bit",1,hp
https://philong.com.vn,"Loa di động JBL Boombox 3 Màu đen, Hàng chính hãng, Bảo hành 12 tháng",11.390.000 đ,11.990.000 đ,-5%,,"Thiết kế thời thượng với kiểu dáng mạnh mẽ, tinh tế. Trang bị tay cầm chắc chắn
 Công suất lên đến 180W. Công nghệ JBL Original Pro Sound cho âm thanh sống động
Thời lượng pin khủng 24h
Có thể sạc ngược điện thoại thông minh qua cổng USB
Kết nối không dây Bluetooth phiên bản V5.3
 Chống nước và chống bụi IP67",1,JBL
https://philong.com.vn,"Ghế Gaming 1St Player FK1 màu đen phối đỏ (da PU, chân thép xoay, tay 2D, ngã lưng 90 đến 180 độ)",3.190.000 đ,3.690.000 đ,-14%,,"Chất liệu: Khung kim loại
Đệm cao su mật độ cao
Phần kê tay: 2D (Up/Down, Swivel)
Góc ngả: 90°-180°
Tải trọng 150Kg
Trọng lượng ghế 23kg",1,1ST Player
https://philong.com.vn,UPS EATON LINE INTERACTIVE 1100VA/660W (P/N:  5E1100iUSB),3.490.000 đ,,N/A,,"Công suất 1100VA/660W - Công nghệ Line Interactive với tính năng tự động ổn áp (AVR) - Dải điện áp đầu vào rộng từ 170-280V - Điện áp đầu ra 230V - Tần số : 50/60Hz - Kết nối qua PC qua cổng USB - Có thể giám sát qua phần mềm UPS Companion - Có cổng bảo vệ đường internet/ thoại/ fax - Thơì gian lưu điện : 45 phút cho 01 PC, 20 phút cho 02 PC, 7 phút cho 03 PC - Kích thước: 330 x 180 x 133mm (sâu x cao x rộng)",0,eaton
https://philong.com.vn,"Bộ mở rộng sóng Wifi TOTOLINK EX200, 300Mbps, 2 Anten ngoài",269.000 đ,320.000 đ,-16%,,"Băng tần 2.4~2.4835GHz
Tốc độ: 300Mbps
Ăng ten: 2 ăng ten 4 dBi
Tính bảo mật cao với WPS
Phủ sóng đến mọi nơi
Kết nối nhanh và đơn giản với WPS",1,Totolink
https://philong.com.vn,"Vỏ Case MSI MAG FORGE M100A (Mid Tower, 1 mặt kính cường lực, sẵn 4 fan RGB)",890.000 đ,1.190.000 đ,-25%,,"Loại case: Mid Tower
Mainboard hỗ trợ: Micro-ATX / Mini-ITX
Kích thước: 388 x 200 x 423mm
Chất liệu: Kính cường lực (mặt hông), Nhựa,Thép
Cổng I/O: 2x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x Audio, 1x Mic
Số fan hỗ trợ: Max 6 fan (Sẵn 4 fan RGB: 3x mặt trước + 1x mặt sau)",1,msi
